,Type,Fund,Institution,City,State,Country,Grant,Purpose,year,currency,grant_sum,conversion_rate,usd
321,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$19,914 ",Toward the program for in-service teachers leading to an Argentina state-recognized certificate of specialization in teaching the history of the Holocaust.,2016,USD,19914,1.0,19914.0
322,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$30,000 ",Toward Holocaust-related educational programming in Central and Eastern Europe for adults.,2016,USD,30000,1.0,30000.0
323,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$3,750 ","Toward continued funding for the Jewish Agency's part in a Holocaust seminar in Israel for up to 30 educators from the FSU, done jointly with Beit Lohamei Haghetaot and Yad Vashem. ",2016,USD,3750,1.0,3750.0
324,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$48,333 ",Toward the Masbiranim project for training 35 Argentine youth movement counselors each year to teach about the Shoah to their chapters.,2016,USD,48333,1.0,48333.0
325,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$327,600 ",Toward stipends for educational visits to Poland for Diaspora students in Israel on post-high school programs.,2016,USD,327600,1.0,327600.0
326,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$113,333 ","Toward the Holocaust education program in the FSU Heftziba network of Jewish Day and Sunday Schools:  stipends for a 7-day ""Roots"" trip for up to 300 FSU high school students; and $20,000 for mentoring Sunday school teachers in the FSU.",2016,USD,113333,1.0,113333.0
327,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$67,500 ",Toward Holocaust education for adult FSU émigrés in Germany and Austria.,2016,USD,67500,1.0,67500.0
328,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$75,000 ","Toward Gesher Senior Teachers  Teaching the Holocaust in South American Jewish Communities for a minimum of 25 active, experienced educators in Jewish schools.",2016,USD,75000,1.0,75000.0
329,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$850,000 ","Toward educational visits to Poland and other East European countries for youth on short-term programs, conditional upon participants going to Israel.",2016,USD,850000,1.0,850000.0
330,"Education, Documentation and Research",Successor Organization,Jewish Agency for Israel,Jerusalem,,Israel,"$120,000 ",Toward Holocaust-focused weekend seminars for adults in the FSU.,2016,USD,120000,1.0,120000.0
331,"Education, Documentation and Research",Successor Organization,Kerem Institute for Teacher Training,Jerusalem,,Israel,"$8,357 ",Toward Holocaust teacher training.,2016,USD,8357,1.0,8357.0
332,"Education, Documentation and Research",Successor Organization,"Limmud, Russian Speakers - Israel",Jerusalem,,Israel,"$19,610 ",Toward the Holocaust elements of Limmud Israel.,2016,USD,19610,1.0,19610.0
333,"Education, Documentation and Research",Successor Organization,Massuah - Institute for the Study of the Holocaust,Kibbutz Tel Yitzhaq,,Israel,"$16,667 ",Toward developing and producing the Holocaust-focused parts of a permanent exhibition on Anti-Semitism and Racism  Sanctioning Genocide.,2016,USD,16667,1.0,16667.0
334,"Education, Documentation and Research",Successor Organization,Massuah - Institute for the Study of the Holocaust,Kibbutz Tel Yitzhaq,,Israel,"$26,996 ",Toward Holocaust seminars and study days for teachers and student teachers.,2016,USD,26996,1.0,26996.0
335,"Education, Documentation and Research",Successor Organization,Massuah - Institute for the Study of the Holocaust,Kibbutz Tel Yitzhaq,,Israel,"$361,646 ","Toward Holocaust seminars and study days for members of the security forces, middle and high school classes, disadvantaged youth, and participants in educational visits to Poland.",2016,USD,361646,1.0,361646.0
336,"Education, Documentation and Research",Successor Organization,Maya Zack,Tel Aviv,,Israel,"$7,693 ","Toward the production of ""Counterlight.""",2016,USD,7693,1.0,7693.0
337,"Education, Documentation and Research",Successor Organization,Mercaz Beth Jacob in Eretz Yisroel,Jerusalem,,Israel,"$76,404 ","Toward the teacher training program in Holocaust education, including up to 30 stipends for an educational trip to Eastern Europe.",2016,USD,76404,1.0,76404.0
338,"Education, Documentation and Research",Successor Organization,Michlalah - Jerusalem College,Jerusalem,,Israel,"$11,707 ","Toward research and publication of ""The Anthology of Orthodox Thought Concerning the Holocaust.""",2016,USD,11707,1.0,11707.0
339,"Education, Documentation and Research",Successor Organization,Michlalah - Jerusalem College,Jerusalem,,Israel,"$9,740 ","Toward research and publication of ""Renée Reichman  Aid to European Jews and Rescue Efforts.""",2016,USD,9740,1.0,9740.0
340,"Education, Documentation and Research",Successor Organization,Michlalah - Jerusalem College,Jerusalem,,Israel,"$76,574 ",Toward the Holocaust studies teacher training program and developing materials.,2016,USD,76574,1.0,76574.0
341,Social Services,Successor Organization,Municipality of Givat Shmuel,Givat Shmuel,,Israel,"$154,980 ",Toward establishing a day center and purchasing furnishings.,2016,USD,154980,1.0,154980.0
342,Social Services,Successor Organization,Municipality of Raanana,Raanana,,Israel,"$77,490 ",Toward expanding the day center's mentally frail unit and purchasing furnishings.,2016,USD,77490,1.0,77490.0
343,Social Services,Successor Organization,National Food Program for Nazi Victims in Israel,Jerusalem,,Israel,"$1,808,100 ","As a reserve, toward food services for vulnerab;e Jewish Nazi victims. ",2016,USD,1808100,1.0,1808100.0
344,Social Services,Successor Organization,Netanya Geriatric Center - Ministry of Health,Netanya,,Israel,"$1,420,650 ","Toward upgrading the skilled nursing department comprising 20 beds and purchasing furnishings; and toward upgrading the hospice department comprising 20 beds, adding four beds and purchasing furnishings. ",2016,USD,1420650,1.0,1420650.0
345,"Education, Documentation and Research",Successor Organization,Ofakim Torah College for Women,Ofakim,,Israel,"$2,122 ",Toward Holocaust teacher training courses and study days.,2016,USD,2122,1.0,2122.0
346,"Education, Documentation and Research",Successor Organization,Oraita for Jewish Thought and Halacha,Netanya,,Israel,"$7,466 ",Toward research and publication of the Oraita anthology on the Holocaust.,2016,USD,7466,1.0,7466.0
347,"Education, Documentation and Research",Successor Organization,Ramah Programs in Israel,Jerusalem,,Israel,"$5,500 ",Toward stipends of up to $250 per participant for educational visits to Poland as part of the Ramah Israel Seminar for North American Jewish youth.,2016,USD,5500,1.0,5500.0
348,"Education, Documentation and Research",Successor Organization,Shem Olam Institute,Kfar Haroeh,,Israel,"$104,419 ",Toward Holocaust seminars for high school students and developing  study materials.,2016,USD,104419,1.0,104419.0
349,Social Services,Successor Organization,Shilo Association for Promoting and Providing Services for the Elderly in Haifa,Haifa,,Israel,"$206,640 ",Toward establishing the Rimon Carmel day center and purchasing furnishings.,2016,USD,206640,1.0,206640.0
350,Social Services,Successor Organization,Shoham Geriatric Center - Ministry of Health,Pardes Hanna,,Israel,"$172,008 ",Toward establishing a rehabilitation department comprising 36 beds and purchasing furnishings.,2016,USD,172008,1.0,172008.0
351,"Education, Documentation and Research",Successor Organization,Shuvu/Return,Jerusalem,,Israel,"$32,259 ","Toward the Holocaust-focused elements of the Roots program, teacher training seminars and educational visits in Israel.",2016,USD,32259,1.0,32259.0
352,"Education, Documentation and Research",Successor Organization,Taz Film Productions,Tel Aviv,,Israel,"$26,924 ","Toward the production of ""Nelson.""",2016,USD,26924,1.0,26924.0
353,"Education, Documentation and Research",Successor Organization,The Council for Conservation of Heritage Sites in Israel,Mikveh Israel,,Israel,"$25,468 ",Toward expanding the Atlit information center's database of names of clandestine immigrants and related materials and making it accessible online.,2016,USD,25468,1.0,25468.0
354,"Education, Documentation and Research",Successor Organization,The National Authority for Ladino and its Culture,Jerusalem,,Israel,"$11,036 ","Toward a seminar for in-service teachers, ""The Sephardic Jews in the Holocaust.""",2016,USD,11036,1.0,11036.0
355,Social Services,Successor Organization,Union of Associations for the Elderly in Israel,Rishon Lezion,,Israel,"$701,244 ",Toward the supportive communities program.,2016,USD,701244,1.0,701244.0
356,Social Services,Successor Organization,Union of Associations for the Elderly in Israel,Rishon Lezion,,Israel,"$210,373 ",Toward the supportive community program in Otef Azza.,2016,USD,210373,1.0,210373.0
357,Social Services,Successor Organization,Union of Associations for the Elderly in Israel,Rishon Lezion,,Israel,"$1,753,110 ",Toward the day center program.,2016,USD,1753110,1.0,1753110.0
358,Social Services,Successor Organization,United Aged Home Moshav Sekenim,Jerusalem,,Israel,"$258,300 ",Toward upgrading a nursing department comprising 36 beds and purchasing furnishings.,2016,USD,258300,1.0,258300.0
359,"Education, Documentation and Research",Successor Organization,Yaacov Herzog Center for Jewish Studies,D.N. Sdeh Gat,,Israel,"$13,583 ",Toward the Pensioners College Seminars.,2016,USD,13583,1.0,13583.0
360,"Education, Documentation and Research",Successor Organization,Yaacov Herzog College (at Yeshivat Har Etzion),Gush Etzion,,Israel,"$38,050 ",Toward the Holocaust teacher training program.,2016,USD,38050,1.0,38050.0
361,"Education, Documentation and Research",Successor Organization,Yad Mordechai Museum,MP Hof Ashkelon,,Israel,"$23,685 ",Toward study days on the Holocaust for middle school and high school students and soldiers.,2016,USD,23685,1.0,23685.0
362,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$9,824 ",Toward publishing four Hebrew volumes and six English volumes of The Comprehensive History of the Holocaust series.,2016,USD,9824,1.0,9824.0
363,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$3,091 ",Toward work on nine volumes of the Comprehensive History of the Holocaust series.,2016,USD,3091,1.0,3091.0
364,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$568,421 ","Toward completing review of the archival sources to identify the names of Holocaust victims, including identification of lists, scanning, mass data entry of names; and developing and maintaining the online Central Database of Shoah Victims Names.",2016,USD,568421,1.0,568421.0
365,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$11,880 ",Toward the program for in-service teachers leading to an Argentina state-recognized certificate of specialization in teaching the history of the Holocaust.,2016,USD,11880,1.0,11880.0
366,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$116,667 ","Toward the project, ""Teaching about the Holocaust to Educators throughout Europe.""",2016,USD,116667,1.0,116667.0
367,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$6,049 ","Toward the production of a film on Rabbi Yehoshua Zeidenfeld in the ""Witnesses in Education"" series.",2016,USD,6049,1.0,6049.0
368,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$3,311 ","Toward Yad Vashems part in a Holocaust seminar in Israel for up to 30 educators from the FSU, done jointly with Beit Lohamei Haghetaot and the Jewish Agency.",2016,USD,3311,1.0,3311.0
369,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$27,760 ","Toward research and digitization of 1,200 open files of Polish and Ukrainian rescuers.",2016,USD,27760,1.0,27760.0
370,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$85,955 ",Toward continued development of the national Holocaust curriculum.,2016,USD,85955,1.0,85955.0
371,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$50,936 ","Toward Yad Vashems part in Gesher Senior Teachers  Teaching the Holocaust in South American Jewish Communities for a minimum of 25 active, experienced educators in Jewish schools.",2016,USD,50936,1.0,50936.0
372,"Education, Documentation and Research",Successor Organization,Yad Vashem,Jerusalem,,Israel,"$891,380 ","Toward preserving, cataloguing, computerizing and digitizing the archive.",2016,USD,891380,1.0,891380.0
